Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1_10y,area_t2_10y,expansion_ha_peryr_10y
1945,E(o),95.493,29.144,2023,17.69,3673,0,other,0,1.0981443707691905,6.274417759053664,1.0981443707678136,-0.517627338828585
1946,E(o),95.405,29.14,2023,20.64,3765,0,other,0,6.510029697046748,4.000548092659803,6.5100296970489255,0.25094816043891227
1947,E(o),95.263,29.062,2023,48.24,3668,0,other,0,22.37048153583352,2.590168127765967,22.37048153583702,1.9780313408071053
1948,E(c),95.546,29.763,2023,47.44,3474,0,other,0,55.33818293737728,62.118848518644306,55.33818293737117,-0.6780665581273133
1949,E(o),95.528,29.723,2023,13.44,3065,0,other,0,8.344328601118113,6.862635550991424,8.34432860111896,0.14816930501275358
1950,E(c),95.613,29.633,2023,39.4,4320,0,other,0,32.78142114539462,16.93704792578469,32.78142114539462,1.5844373219609929
1951,E(o),95.74,29.599,2023,14.79,4010,0,other,0,24.98336934996372,13.584648021728714,24.98336934996372,1.1398721328235006
1952,E(c),95.691,29.596,2023,11.35,4314,0,other,0,75.96638342024673,35.75565473556923,75.96638342024673,4.0210728684677495
1953,E(o),95.679,29.557,2023,10.64,4199,0,other,0,148.48581369692235,40.07547126182792,148.48581369692235,10.841034243509444
1954,E(c),95.693,29.513,2023,37.79,3922,0,other,0,31.72770944108335,27.273295961875423,31.72770944108335,0.44544134792079254
1955,E(o),95.63,29.377,2023,33.66,3750,0,other,0,23.318909183364177,5.164661157843007,23.318909183364177,1.815424802552117
1956,E(o),95.558,29.374,2023,12.79,4049,0,other,0,7.669980743997287,5.322045875964704,7.669980743997287,0.23479348680325832
1957,E(o),95.718,29.374,2023,12.83,4046,0,other,0,21.5176451449116,19.716457463904526,21.5176451449116,0.18011876810070754
1958,E(o),95.712,29.372,2023,13.6,4042,0,other,0,22.30363004932441,19.716457463904526,22.30363004932441,0.25871725854198857
1959,E(c),95.696,29.367,2023,12.43,4282,0,other,0,33.88600629054756,26.138446041982167,33.88600629054756,0.7747560248565396
1960,E(o),95.598,29.363,2023,15.57,4150,0,other,0,19.41091644457984,9.078801354809666,19.41091644457984,1.0332115089770173
1961,E(o),95.583,29.359,2023,33.71,4193,0,other,0,19.41091644457984,9.078801354809666,19.41091644457984,1.0332115089770173
1962,E(o),95.656,29.359,2023,13.11,3951,0,other,0,19.48663630515315,15.104162220255576,19.48663630515315,0.4382474084897575
1963,E(c),95.664,29.356,2023,16.4,4091,0,other,0,32.39914103010171,24.416809286621042,32.39914103010171,0.7982331743480667
1964,E(c),95.732,29.347,2023,11.27,4140,0,other,0,18.55008756368677,15.966990379590701,18.550087563686766,0.2583097184096065
1965,E(c),95.695,29.347,2023,11.54,4101,0,other,0,32.790382558338486,26.138446041982167,32.790382558338486,0.6651936516356318
1966,E(c),95.741,29.336,2023,11.33,4111,0,other,0,39.30237546036793,15.65391075253319,39.30237546036793,2.3648464707834735
1967,E(o),95.59,29.324,2023,25.1,4016,0,other,0,12.526778002285774,6.1849128861018,12.526778002285774,0.6341865116183973
1968,E(v),95.64,29.304,2023,70.17,3322,0,other,0,53.71870206179662,44.32182526887662,53.71870206179662,0.9396876792919997
1969,E(o),95.725,29.304,2023,12.17,3952,0,other,0,23.885358091795386,13.936224136798279,23.885358091795382,0.9949133954997104
1970,E(o),95.74,29.283,2023,20.05,4168,0,other,0,23.885358091795386,15.511525138618712,23.885358091795382,0.837383295317667
1971,E(c),95.739,29.273,2023,11.19,4023,0,other,0,17.855396459923774,15.511525138618712,17.855396459923774,0.23438713213050627
1972,E(o),95.659,29.237,2023,12.7,4016,0,other,0,7.209287036381912,7.992903046746446,7.209287036381912,-0.07836160103645336
1973,E(o),95.596,29.234,2023,14.68,3750,0,other,0,7.1309095388566215,6.581001379229029,7.1309095388566215,0.05499081596275923
1974,E(c),95.654,29.233,2023,17.08,3915,0,other,0,7.209287036381912,7.992903046746446,7.209287036381912,-0.07836160103645336
1975,E(c),95.545,29.202,2023,21.83,3838,0,other,0,0.5485691931487201,12.620100634338137,0.5485691931487201,-1.2071531441189416
1976,E(o),95.505,29.2,2023,24.28,4104,0,other,0,7.917326259483079,7.52661457412499,7.917326259483079,0.0390711685358089
1977,E(c),95.592,29.195,2023,43.26,3708,0,other,0,16.38381000188755,33.47315650168993,16.38381000188755,-1.7089346499802378
1978,E(c),95.795,29.539,2023,22.16,3895,0,other,0,16.562916235093137,13.515950084502913,16.562916235093137,0.3046966150590224
1979,E(c),95.804,29.535,2023,20.81,4065,0,other,0,16.562916235093137,13.515950084502913,16.562916235093137,0.3046966150590224
1980,M(o),95.987,29.387,2023,42.62,4251,0,moraine,0,48.58997030951153,31.923648132748365,48.58997030951153,1.6666322176763164
1981,M(o),95.951,29.375,2023,17.15,4296,0,moraine,0,35.52753848325273,30.519295050701157,35.52753848325273,0.500824343255157
1982,E(o),95.873,29.371,2023,103.75,4344,0,other,0,87.02055416902081,83.02986350761893,87.02055416902081,0.3990690661401885
1983,M(o),95.927,29.354,2023,37.97,4357,0,moraine,0,33.884251027293665,30.759895368269447,33.884251027293665,0.3124355659024218
1984,M(o),95.902,29.352,2023,20.65,4212,0,moraine,0,34.67555614864626,30.759895368269447,34.67555614864626,0.3915660780376811
1985,M(o),95.915,29.352,2023,46.14,4357,0,moraine,0,34.67555614864626,30.759895368269447,34.67555614864626,0.3915660780376811
1986,E(o),95.871,29.335,2023,27.26,4025,0,other,0,56.05265746426106,21.997809471247415,56.05265746426106,3.4054847993013646
1987,E(o),95.847,29.327,2023,27.9,4290,0,other,0,42.67102890887739,21.997809471247415,42.671028908877396,2.067321943762998
1988,E(o),95.857,29.323,2023,15.01,4169,0,other,0,43.76174784835204,21.997809471247415,43.76174784835204,2.1763938377104624
1989,E(c),95.16,28.72,2023,21.86,3640,0,other,0,1.4962847527419416,0.4724195674645644,1.4962847527419416,0.10238651852773772
1990,E(o),95.252,28.964,2023,19.91,3717,0,other,0,1.1000194988798997,3.2998216951544914,1.1000194988798997,-0.21998021962745917
1991,E(o),95.298,28.943,2023,11.19,3780,0,other,0,0.2357076630567906,2.8295660363843487,0.23570766305679067,-0.25938583733275583
1992,E(o),95.323,28.922,2023,16.42,3841,0,other,0,0.7075392334472331,4.951696839965904,0.7075392334472331,-0.42441576065186715
1993,E(o),95.313,28.899,2023,20.34,3788,0,other,0,0.7075392334472331,4.4801151458943265,0.7075392334472331,-0.3772575912447093
1994,E(o),95.316,28.876,2023,14.98,3847,0,other,0,1.4157651275063263,3.7741237683341358,1.4157651275063265,-0.23583586408278095
1995,E(o),95.447,29.176,2023,14.14,3906,0,other,0,1.6463622543655256,8.546985300214088,1.6463622543655256,-0.6900623045848562
1996,E(o),95.45,29.167,2023,21.38,3945,0,other,0,1.6463622543655256,8.546985300214088,1.6463622543655256,-0.6900623045848562
1997,O,95.437,29.141,2023,21.42,3322,0,other,0,0.3137644262998781,0.8626855810718592,0.31376442629987816,-0.0548921154771981
1998,E(o),95.439,29.129,2023,53.88,3284,0,other,0,0.3137644262998781,0.8626855810718592,0.31376442629987816,-0.0548921154771981
1999,E(o),95.397,29.12,2023,11.15,3914,0,other,0,6.5100296970489255,4.000548092659803,6.5100296970489255,0.25094816043891227
2000,E(c),95.48,29.117,2023,12.98,3706,0,other,0,0.235322832742641,0.9412215724141746,0.23532283274548582,-0.07058987396686887
2001,E(o),95.438,29.085,2023,20.76,3706,0,other,0,1.2556271726872,1.1771419018014861,1.2556271726825583,0.007848527088107215
2002,E(c),95.427,29.074,2023,11.42,3670,0,other,0,1.2556271726872,1.1771419018014861,1.2556271726825583,0.007848527088107215
2003,E(o),95.405,29.072,2023,19.08,3864,0,other,0,0.3924175435251117,1.1771419018014861,0.3924175435239294,-0.07847243582775568
2004,E(o),95.742,29.208,2023,10.44,3913,0,other,0,4.232142632134955,4.075835944431477,4.23214263213751,0.015630668770603328
2005,O,95.617,29.176,2023,41.23,3063,0,other,0,2.5085505501634167,8.231296659094614,2.5085505501590664,-0.5722746108935548
2006,E(o),95.736,29.172,2023,10.14,3652,0,other,0,0.6272029471505167,1.4113109797073702,0.6272029471485095,-0.07841080325588606
2007,E(o),95.674,29.166,2023,18.91,3771,0,other,0,0.0784130764445978,3.1366820662958577,0.07841307644425394,-0.30582689898516036
2008,E(o),95.566,29.092,2023,29.05,3247,0,other,0,0.1569423162303795,0.7062425493542502,0.15694231623079077,-0.05493002331234594
2009,E(o),95.501,29.084,2023,26.85,3480,0,other,0,0.4709443636395302,1.4128249986262529,0.47094436363941033,-0.09418806349868425
2010,E(c),95.887,29.294,2023,28.29,3517,0,other,0,18.873989142570423,17.151054253977545,18.873989142568966,0.17229348885914214
2011,O,95.925,29.27,2023,16.04,2605,0,other,0,12.925046240748689,12.846694703696041,12.92504624073958,0.007835153704353814
2012,E(o),95.957,29.251,2023,10.41,3738,0,other,0,21.705089619605204,49.209131395920544,21.705089619666825,-2.750404177625372
2013,E(o),95.993,29.25,2023,29.1,4204,0,other,0,30.2483351358974,29.69976623399772,30.24833513589665,0.054856890189892836
2014,E(o),95.98,29.239,2023,16.96,4155,0,other,0,30.2483351358974,44.11585903712956,30.24833513589665,-1.386752390123291
2015,E(o),95.981,29.232,2023,30.93,4167,0,other,0,30.2483351358974,38.003956160078744,30.24833513589665,-0.7755621024182094
2016,E(o),95.962,29.229,2023,14.29,4328,0,other,0,30.2483351358974,49.209131395920544,30.24833513589665,-1.8960796260023893
2017,E(o),95.749,29.219,2023,17.46,3951,0,other,0,4.232142632134955,4.075835944431477,4.23214263213751,0.015630668770603328
2018,E(o),95.797,29.202,2023,15.02,4054,0,other,0,4.154432265404138,4.076055285267282,4.154432265405158,0.00783769801378762
2019,E(o),95.826,29.173,2023,14.92,3790,0,other,0,2.822635990128155,2.1169996422011557,2.822635990128834,0.07056363479276784
2020,E(o),95.772,29.153,2023,10.39,3864,0,other,0,1.4900509097367791,4.548863140564172,1.4900509097387429,-0.30588122308254284
2021,E(o),95.946,29.074,2023,12.93,4165,0,other,0,5.336890501260146,6.828078758488383,5.336890501259969,-0.14911882572284138
2022,E(c),95.91,29.019,2023,17.62,3671,0,other,0,38.79463192642876,19.475831319941566,38.79463192642827,1.9318800606486708
2023,E(o),95.885,29.011,2023,55.15,3778,0,other,0,38.79463192642876,19.475831319941566,38.79463192642827,1.9318800606486708
2024,E(c),95.263,28.977,2023,10.42,3769,0,other,0,1.4923392326550022,3.2998216951544914,1.4923392326599243,-0.1807482462494567
2025,E(o),95.34,28.917,2023,10.79,3901,0,other,0,1.4933372339718265,4.951696839965904,1.4933372339706188,-0.34583596059952854
2026,E(o),95.334,28.911,2023,12.17,3789,0,other,0,0.7075392334512531,4.951696839965904,0.7075392334472331,-0.42441576065186715
2027,E(c),95.377,28.875,2023,11.85,3504,0,other,0,0.6291698509833941,2.830838442199531,0.6291698509833941,-0.2201668591216137
2028,E(o),95.334,28.875,2023,20.54,3756,0,other,0,0.7075392334512531,3.6950938950077354,0.7075392334472331,-0.2987554661560502
2029,E(o),95.35,28.873,2023,22.84,3647,0,other,0,0.6291280259723818,2.9883056384464584,0.6291280259743243,-0.23591776124721342
2030,E(o),95.34,28.863,2023,10.28,3789,0,other,0,2.123692978392971,2.9883056384464584,2.1236929783930587,-0.08646126600533996
2031,E(o),95.32,28.848,2023,21.89,3913,0,other,0,2.123692978392971,2.9883056384464584,2.1236929783930587,-0.08646126600533996
2032,E(c),95.35,28.831,2023,17.9,4046,0,other,0,4.956018678255143,5.034471729601089,4.956018678256762,-0.007845305134432667
2033,E(o),95.398,28.746,2023,11.06,3787,0,other,0,0.1574649709892442,1.1022066207956298,0.15746497098724424,-0.09447416498083856
2034,E(o),95.905,29.005,2023,54.45,3598,0,other,0,38.79463192642876,19.475831319941566,38.79463192642827,1.9318800606486708
2035,E(c),95.861,28.979,2023,19.07,3622,0,other,0,5.734594423427542,0.23566989478674671,5.734594423329097,0.549892452854235
2036,M(o),96.082,29.338,2023,27.72,4290,0,moraine,0,8.299061002722226,5.010044747117997,8.299061002669985,0.32890162555519875
2037,E(c),96.008,29.335,2023,28.3,3985,0,other,0,25.36492723621701,19.336151549870877,25.364927236123382,0.6028775686252505
2038,E(o),96.114,29.325,2023,11.06,3962,0,other,0,13.934026782692603,14.643304150710353,13.934026782686821,-0.07092773680235318
2039,E(o),96.117,29.321,2023,10.94,3975,0,other,0,18.40142412621455,23.1788978300443,18.40142412622325,-0.4777473703821048
2040,E(o),96.125,29.315,2023,11.69,3996,0,other,0,26.23333131868381,21.45639435939765,26.233331318742973,0.4776936959345324
2041,E(o),96.136,29.309,2023,26.81,4204,0,other,0,26.23333131868381,21.45639435939765,26.233331318742973,0.4776936959345324
2042,E(o),96.142,29.304,2023,27.95,4221,0,other,0,26.23333131868381,21.45639435939765,26.233331318742973,0.4776936959345324
2043,E(o),96.082,29.302,2023,119.59,4274,0,other,0,150.1207427173257,145.18664250964528,150.12074271731348,0.49341002076681945
2044,E(o),96.001,29.292,2023,14.8,4079,0,other,0,13.784086133863646,18.793843750196903,13.784086133865966,-0.5009757616330937
2045,E(o),96.134,29.288,2023,10.04,4045,0,other,0,26.23333131868381,21.45639435939765,26.233331318742973,0.4776936959345324
2046,E(o),96.091,29.283,2023,12.82,4204,0,other,0,150.1207427173257,145.18664250964528,150.12074271731348,0.49341002076681945
2047,E(o),96.157,29.269,2023,102.66,3991,0,other,0,94.15812744819766,99.0147630779852,94.15812744820153,-0.48566356297836677
2048,E(o),96.138,29.257,2023,23.81,3766,0,other,0,87.3433040588402,83.03479590503318,87.34330405883968,0.43085081538064995
2049,E(c),96.209,29.256,2023,43.26,4623,0,other,0,36.19531954574054,37.213777374158944,36.195319545737256,-0.10184578284216883
2050,E(o),96.028,29.249,2023,11.97,4133,0,other,0,15.122776175660864,8.618481601597235,15.122776175660864,0.6504294574063628
2051,E(o),96.074,29.241,2023,12.88,4199,0,other,0,23.980502292919073,20.21882929835357,23.980502292919073,0.3761672994565505
2052,E(o),96.192,29.229,2023,106.39,3473,0,other,0,102.58011350405307,104.77434854782643,102.58011350405307,-0.2194235043773361
2053,E(c),96.072,29.226,2023,30.15,3992,0,other,0,24.924482110132445,23.905557315739042,24.924482110132445,0.10189247943934028
2054,E(o),96.16,29.226,2023,57.36,3313,0,other,0,53.29009493476689,53.21171152058265,53.29009493476689,0.007838341418424478
2055,E(o),96.069,29.211,2023,31.43,3816,0,other,0,24.924482110132445,28.92694309529509,24.924482110132445,-0.4002460985162646
2056,E(c),96.192,29.197,2023,15.74,4321,0,other,0,63.41756170055008,53.85414396806584,63.41756170055008,0.956341773248424
2057,E(o),96.203,29.196,2023,64.06,4246,0,other,0,63.41756170055008,53.85414396806584,63.41756170055008,0.956341773248424
2058,E(c),96.112,29.191,2023,26.85,3775,0,other,0,17.95224178632169,17.24669924709336,17.95224178632169,0.0705542539228329
2059,E(o),96.216,29.185,2023,12.55,3965,0,other,0,63.41756170055008,53.85414396806584,63.41756170055008,0.956341773248424
2060,E(c),96.087,29.183,2023,23.74,4263,0,other,0,17.16830809396114,28.92694309529509,17.16830809396114,-1.175863500133395
2061,E(o),96.175,29.176,2023,19.66,3523,0,other,0,13.79947154430567,11.60406958135954,13.79947154430567,0.21954019629461302
2062,E(o),96.069,29.155,2023,26.03,3588,0,other,0,20.7052902384378,20.862183620243197,20.7052902384378,-0.015689338180539636
2063,E(c),96.017,29.147,2023,18.77,3758,0,other,0,21.176626631006275,28.313330600844743,21.176626631006275,-0.7136703969838468
2064,E(c),96.066,29.145,2023,30.82,3949,0,other,0,20.7052902384378,20.862183620243197,20.7052902384378,-0.015689338180539636
2065,E(c),96.036,29.141,2023,29.5,4139,0,other,0,21.176626631006275,28.313330600844743,21.176626631006275,-0.7136703969838468
2066,E(o),96.23,29.107,2023,11.56,4333,0,other,0,88.04372487758219,85.14056119411508,88.04372487758219,0.2903163683467113
2067,E(o),96.173,29.1,2023,21.89,3949,0,other,0,19.300530980137548,12.63178814169669,19.300530980137548,0.6668742838440858
2068,E(c),96.223,29.096,2023,15.85,4355,0,other,0,95.4989652375671,87.80872545030945,95.4989652375671,0.7690239787257653
2069,E(c),95.997,29.096,2023,22.23,3346,0,other,0,8.86640557912877,11.063248584586464,8.86640557912877,-0.21968430054576943
2070,E(c),96.243,29.092,2023,26.44,4117,0,other,0,32.56435484032324,30.524174089960276,32.56435484032324,0.2040180750362964
2071,E(o),96.211,29.091,2023,100.77,4188,0,other,0,95.4989652375671,87.80872545030945,95.4989652375671,0.7690239787257653
2072,E(o),96.162,29.091,2023,10.98,3822,0,other,0,84.13040115497115,78.1656168708265,84.13040115497115,0.5964784284144656
2073,E(o),96.201,29.083,2023,10.69,4049,0,other,0,95.4989652375671,87.80872545030945,95.4989652375671,0.7690239787257653
2074,E(c),96.145,29.079,2023,86.02,3945,0,other,0,84.13040115497115,78.1656168708265,84.13040115497115,0.5964784284144656
2075,E(o),96.23,29.077,2023,24.43,4217,0,other,0,87.57398221976099,80.51146369078792,87.57398221976099,0.7062518528973072
2076,E(c),96.147,29.069,2023,12.17,4031,0,other,0,84.13040115497115,78.1656168708265,84.13040115497115,0.5964784284144656
2077,E(o),96.22,29.061,2023,16.61,4451,0,other,0,33.03808215360219,36.02897184491839,33.03808215360219,-0.2990889691316198
2078,O,96.144,29.051,2023,79.93,3602,0,other,0,69.0024743577684,67.51094692625117,69.0024743577684,0.1491527431517241
2079,E(c),96.193,29.044,2023,44.26,4164,0,other,0,46.16194469677943,39.959822890346686,46.16194469677943,0.6202121806432743
2080,E(o),96.22,29.042,2023,39.66,4317,0,other,0,46.16194469677943,39.959822890346686,46.16194469677943,0.6202121806432743
2081,E(o),96.178,29.036,2023,19.74,3944,0,other,0,46.16194469677943,39.959822890346686,46.16194469677943,0.6202121806432743
2082,E(c),96.223,29.03,2023,44.32,4199,0,other,0,40.985917148062455,37.84524834503056,40.985917148062455,0.3140668803031893
2083,E(o),96.193,29.03,2023,24.55,4235,0,other,0,46.16194469677943,39.959822890346686,46.16194469677943,0.6202121806432743
2084,E(o),96.044,29.026,2023,11.17,3564,0,other,0,12.171584271663598,11.150743815688502,12.171584271663598,0.10208404559750957
2085,E(o),96.178,29.024,2023,24.34,4067,0,other,0,43.33576402813224,37.99720364035734,43.33576402813224,0.5338560387774898
2086,E(o),96.062,29.018,2023,15.99,3757,0,other,0,13.19353462067136,12.408179193975919,13.19353462067136,0.07853554266954407
2087,E(c),96.084,29.009,2023,14.55,4018,0,other,0,21.522558688996583,20.1872311121384,21.522558688996586,0.13353275768581874
2088,E(o),96.218,29.008,2023,47.18,3664,0,other,0,40.985917148062455,37.84524834503056,40.985917148062455,0.3140668803031893
2089,E(o),96.182,29.008,2023,10.34,3914,0,other,0,19.159328457750014,16.096969236873864,19.159328457750018,0.30623592208761535
2090,E(o),96.245,29.244,2023,50.88,4360,0,other,0,66.04489776852319,61.10920244334686,66.04489776852319,0.4935695325176326
2091,E(c),96.26,29.094,2023,39.01,4001,0,other,0,32.56435484032324,30.524174089960276,32.56435484032324,0.2040180750362964
2092,E(c),96.303,29.06,2023,11.53,4152,0,other,0,8.400589455752804,7.299986971491002,8.400589455752804,0.11006024842618026
2093,E(c),96.331,29.05,2023,23.0,4385,0,other,0,19.390036360949505,17.9770196415942,19.390036360949505,0.1413016719355305
2094,E(o),96.304,29.04,2023,10.97,3986,0,other,0,13.818894928345882,13.426283438350985,13.818894928345882,0.03926114899948967
2095,E(c),96.318,29.031,2023,16.99,4139,0,other,0,19.390036360949505,17.9770196415942,19.390036360949505,0.1413016719355305
2096,E(c),96.311,29.023,2023,14.87,4253,0,other,0,13.818894928345882,13.426283438350985,13.818894928345882,0.03926114899948967
2097,E(c),96.297,29.022,2023,14.98,4165,0,other,0,13.818894928345882,13.426283438350985,13.818894928345882,0.03926114899948967
2098,E(c),96.184,29.001,2023,11.95,4009,0,other,0,19.159328457750014,16.096969236873864,19.159328457750018,0.30623592208761535
2099,E(o),96.188,28.989,2023,11.3,4316,0,other,0,10.054591067604978,10.133143746821503,10.054591067604978,-0.007855267921652498
2100,E(c),96.069,28.987,2023,37.26,3627,0,other,0,28.749263047260676,27.0997337406459,28.749263047260676,0.16495293066147773
2101,E(o),96.197,28.985,2023,16.06,4033,0,other,0,10.054591067604978,10.133143746821503,10.054591067604978,-0.007855267921652498
2102,E(c),96.038,28.952,2023,20.31,3634,0,other,0,13.043713501750984,14.065172420798405,13.043713501750984,-0.10214589190474203
2103,E(c),96.168,28.948,2023,17.21,3886,0,other,0,12.25836670542748,21.219262093106607,12.258366705427479,-0.8960895387679129
2104,E(o),96.02,28.941,2023,11.66,3449,0,other,0,13.043713501750984,14.065172420798405,13.043713501750984,-0.10214589190474203
2105,E(c),96.19,28.923,2023,18.07,4001,0,other,0,20.280232174176177,21.219262093106607,20.280232174176177,-0.093902991893043
2106,E(o),96.178,28.913,2023,27.91,3802,0,other,0,26.881941780975374,24.60244893382066,26.881941780975378,0.22794928471547174
2107,E(c),96.151,28.889,2023,22.47,4079,0,other,0,21.857651337179114,13.13275693685901,21.857651337179114,0.8724894400320103
2108,E(o),96.197,28.887,2023,43.53,3255,0,other,0,27.44047242973235,26.18241564044068,27.44047242973235,0.12580567892916683
2109,E(o),96.137,28.886,2023,12.38,3720,0,other,0,21.857651337179114,10.771939008809522,21.857651337179114,1.1085712328369592
2110,E(o),96.171,28.852,2023,17.47,3976,0,other,0,23.828772738435912,28.551377430399175,23.828772738435912,-0.47226046919632625
2111,E(o),96.127,28.846,2023,11.19,3697,0,other,0,28.480424360503036,28.551377430399175,28.480424360503036,-0.007095306989613803
2112,E(o),96.244,28.828,2023,12.78,3740,0,other,0,18.95656371616314,29.575562581865736,18.95656371616314,-1.0618998865702598
2113,E(o),96.121,28.821,2023,39.49,4060,0,other,0,29.345869319673067,26.828246684611276,29.345869319673067,0.2517622635061791
2114,E(c),96.145,28.82,2023,14.12,3723,0,other,0,29.345869319673067,26.828246684611276,29.345869319673067,0.2517622635061791
2115,E(c),96.122,28.814,2023,13.42,4115,0,other,0,29.345869319673067,26.828246684611276,29.345869319673067,0.2517622635061791
2116,E(c),96.155,28.803,2023,17.21,3866,0,other,0,23.1371683995474,12.749145576102475,23.1371683995474,1.0388022823444925
2117,E(c),96.055,28.793,2023,10.25,3948,0,other,0,5.430053643181776,8.969906965089105,5.430053643181776,-0.3539853321907329
2118,E(o),96.148,28.792,2023,32.99,3676,0,other,0,23.1371683995474,12.749145576102475,23.1371683995474,1.0388022823444925
2119,E(o),96.125,28.542,2023,10.62,4031,0,other,0,11.75436691297774,7.178838161883377,11.754366912977739,0.4575528751094362
2120,E(c),96.257,28.992,2023,15.12,4077,0,other,0,8.640012050027988,8.718552162668749,8.640012050027988,-0.007854011264076099
2121,E(o),96.371,28.944,2023,12.61,4236,0,other,0,11.554144587170224,13.67632693992414,11.554144587170224,-0.21221823527539155
2122,E(o),96.369,28.935,2023,18.54,4001,0,other,0,40.558522471786446,42.837916204465586,40.558522471786446,-0.22793937326791394
2123,E(o),96.339,28.928,2023,48.39,4011,0,other,0,38.11845414915836,30.809075970303383,38.11845414915836,0.7309378178854977
2124,E(o),96.311,28.924,2023,15.64,3851,0,other,0,23.733076381291504,19.56996087659541,23.733076381291504,0.41631155046960944
2125,E(c),96.368,28.924,2023,10.38,4109,0,other,0,40.558522471786446,42.837916204465586,40.558522471786446,-0.22793937326791394
2126,O,96.383,28.919,2023,48.87,3302,0,other,0,40.558522471786446,42.837916204465586,40.558522471786446,-0.22793937326791394
2127,E(o),96.494,28.89,2023,17.29,3366,0,other,0,27.52167276744982,25.241275719420454,27.52167276744982,0.22803970480293678
2128,E(o),96.372,28.879,2023,27.5,4090,0,other,0,35.306867461096495,35.46413785978881,35.306867461096495,-0.015727039869231872
2129,E(o),96.477,28.877,2023,34.69,3166,0,other,0,27.52167276744982,25.241275719420454,27.52167276744982,0.22803970480293678
2130,O,96.394,28.875,2023,41.33,3119,0,other,0,35.306867461096495,35.46413785978881,35.306867461096495,-0.015727039869231872
2131,O,96.436,28.874,2023,16.76,3220,0,other,0,9.593492592164434,10.143954600165335,9.593492592164434,-0.05504620080009008
2132,O,96.44,28.862,2023,11.42,2979,0,other,0,9.593492592164434,10.143954600165335,9.593492592164434,-0.05504620080009008
2133,E(c),96.249,28.861,2023,11.21,3847,0,other,0,27.844747133865784,44.284431223495915,27.844747133865784,-1.643968408963013
2134,E(o),96.355,28.847,2023,14.96,3760,0,other,0,11.798422791774586,12.19171336579579,11.798422791774586,-0.03932905740212043
2135,E(o),96.25,28.832,2023,15.75,3835,0,other,0,32.642960187680885,51.442321853959186,32.642960187680885,-1.87993616662783
2136,E(c),96.359,28.823,2023,19.15,3941,0,other,0,11.798422791774586,12.19171336579579,11.798422791774586,-0.03932905740212043
2137,E(c),96.459,28.809,2023,35.25,4078,0,other,0,31.9459388235264,34.07060961315346,31.9459388235264,-0.21246707896270572
2138,E(o),96.44,28.802,2023,30.97,4114,0,other,0,31.9459388235264,34.07060961315346,31.9459388235264,-0.21246707896270572
2139,E(o),96.484,28.801,2023,34.81,3819,0,other,0,31.9459388235264,34.07060961315346,31.9459388235264,-0.21246707896270572
2140,E(o),96.386,28.765,2023,13.52,3855,0,other,0,16.45459296806688,6.69099955302663,16.45459296806688,0.9763593415040249
2141,E(o),96.375,28.749,2023,25.74,3784,0,other,0,17.55735527262455,17.163681141326734,17.55735527262455,0.03936741312978178
2142,E(o),96.353,28.748,2023,34.0,3618,0,other,0,17.55735527262455,17.163681141326734,17.55735527262455,0.03936741312978178
2143,E(c),96.413,28.74,2023,12.04,4105,0,other,0,24.727796457114614,21.81404619454673,24.727796457114618,0.2913750262567888
2144,E(o),96.446,28.729,2023,21.19,4086,0,other,0,12.362946042788831,11.733001222202159,12.362946042788831,0.06299448205866724
2145,E(c),96.485,28.727,2023,28.63,4084,0,other,0,18.58410528502134,15.355514188436276,18.58410528502134,0.3228591096585065
2146,E(c),96.392,28.727,2023,19.81,4176,0,other,0,24.727796457114614,21.81404619454673,24.727796457114618,0.2913750262567888
2147,E(o),96.422,28.725,2023,16.86,4218,0,other,0,24.727796457114614,21.81404619454673,24.727796457114618,0.2913750262567888
2148,E(o),96.405,28.721,2023,17.45,4097,0,other,0,24.727796457114614,21.81404619454673,24.727796457114618,0.2913750262567888
2149,E(c),96.426,28.666,2023,20.84,4238,0,other,0,14.655388253756994,10.321813403257432,14.655388253756994,0.4333574850499563
2150,E(c),96.486,28.66,2023,30.67,4125,0,other,0,24.505931760257784,20.250837816674768,24.505931760257784,0.42550939435830165
2151,E(c),96.439,28.617,2023,10.66,3914,0,other,0,4.729725304732637,4.887378760541049,4.729725304732637,-0.015765345580841215
2152,E(o),96.312,28.614,2023,11.33,3968,0,other,0,9.460452424996644,5.28207247073339,9.460452424996644,0.4178379954263254
2153,E(c),96.32,28.608,2023,23.55,4239,0,other,0,9.460452424996644,5.28207247073339,9.460452424996644,0.4178379954263254
2154,E(o),96.408,28.565,2023,14.11,4124,0,other,0,8.833224453488691,6.3094291309106785,8.833224453488691,0.2523795322578013
2155,E(o),96.355,28.563,2023,10.39,4152,0,other,0,7.098258203894587,5.441975764392767,7.098258203894587,0.165628243950182
2156,E(c),96.366,28.563,2023,10.25,3897,0,other,0,7.098258203894587,5.441975764392767,7.098258203894587,0.165628243950182
2157,E(o),96.443,28.545,2023,12.55,4297,0,other,0,8.678836612574514,8.20543974296295,8.678836612574514,0.047339686961156424
2158,E(o),96.394,28.539,2023,11.72,4010,0,other,0,27.85032827518732,13.647957572391055,27.85032827518732,1.4202370702796263
